ulasan,label
moda transportasi yang mudah digunakan dan nyaman untuk dipakai tetap jaga layanan terbaik bagi konsumen sukses sllu untuk gojek utamakan kesejahteraan para driver terimakasih,positif
keren walaupun ibu ku di pekanbaru aku di jkt tapi msh bs belikan kesukaan ibu tks gojek tingkat kan terus yaa,positif
customer gojek diberi kebebasan oleh aplikasi untuk ancurin performa driver dengan cara meng cancel orderan pakai alasan permintaan driver di jaminlah performa driver jadi hancur dan jadi anyeb,negatif
sudah isi ovo ujung ujungnya not_boleh ke pakai aplikasinya tdk bisa di gunakan bagaimana aplikasi dalam negri mau laku kalau sistemnya lambat kayak gini buat rugi orang lain saja buang2 waktu,negatif
untuk top up murah sekali,positif
kapok pakai gojek dapat sopir nya jauh jauh not_bisa di andelin saat kita ingin buru buru bagusan grab dan indrive bisa di andelin saat kita buru buru atau keadaan emergency,negatif
sangat mebantu dalam banyak hal,positif
jarak tempuh bisa lebih jauh kirim bingkisan dan makanan jadi lebih mudah tingkatkan terus kemudahannya,positif
driver nya sekarang sering lama bahkan sudah ditunggu lama jobnya dilempar ke temen nya,netral
bagus kalau transfer antar bank adm e kurang terjangkau ya sis,positif
tenk you go jek kalu saya mau berenang dan jalan jalan sama temen jadi mudah,positif
promonya di tambah,positif
makin lama makin hancur ini aplikasi,negatif
lagi butuh butuhhnya kendaraan buaat pergi mencari driver lama sekali,negatif
sangat membantu banyak yang not_bisa di sebutkan terimakasih gojek,positif
penentuan jalan maps not_efektif kasian driver sampe nyasar diarahin lebih jauh,negatif
tolong yang di daerah timur di kasih ojolnya yh,netral
tarifnya terlalu mahal sekarang biasanya 10k masa jadi 22k,netral
kok lama ya dapat driver nya jadi males dan telat saya jadi nya,negatif
saya senang punya akun gojek karena kita bisa bekerja untuk penghasilan keluarga,positif
terakhir2 ini saya order go ride dari green lake ke jembatan dua saya sering dapat driver gojek nakal buat saya ketakutan gunakan jasa gojek sedangkan saya tiap pulang kerja diatas jam 8 malam menggunakan jasa gojek tolong not_pekerjakan orang2 yang not_berkwalitas dulu saya nyaman pakai jasa gojek skrg mengerikan tq,netral
gojek kenapa yaa not_bisa login lambat juga,netral
kemana mana jadi gampang not_merepotkan orang dan not_takut lagi,positif
kenapa gps error melulu ni aplikasi jadi not_bs di pakai,negatif
pas saya mudik kepemalang kok belum ada gojek cuma ada grab padahal saya sehari2 di semarang pakai gojek akhirnya mau not_mau saya harus buang2 kuota install grab untuk pesan driver tolong pihak gojek agar gojek merata di seluruh indonesia biar customer gampang pesennya,netral
aplikasi yang sangat berguna terimakasih,positif
bintang 3 dulu ya soalnya apps nya berat dihpku beda sama grab yang so smooth,netral
mohon untuk gofood tambah fitur bukti foto saat penyerahan makanan nyasar dan driver sudah menyelesaikan pesanan hanya karena ada orang yang mengaku memesan saat driver bertemu orang di titik tujuan,netral
ini bagaimana sih mau bayar payleter malah not_bisa ih sebel,netral
kalau pakai gojek alangkah baiknya ongkos di lbihkan dn jngan mminta uang kmbliannya tapi kalau yang not_sadar mah yah hrus pakai fitur kasih tip mhon maaf dev yang saya mksud dari komen saya ya pngguna jasa gojek bkan dev nya,netral
kenapa ya promo yang otomatis dari resto sekarang not_bisa terpotong otomatis padahal biasanya terpotong otomatis jika sudah memenuhi syarat di beberapa akun teman teman saya juga begitu mau buat aduan tapi not_bisa karena di fitur gojek not_ada pertanyaan terkait,netral
saya sudah masukan nomor hp saya tapi kode otp nya belum masuk saya sudah ikuti instruksi nya masi belum bisa,negatif
halo bapak ibu maaf seblum nya ko saya not_bisa transfer saldo gopay saya ke bang mohon bantuan nya bapak ibu,netral
not_bisa untuk transfer not_bisa juga biat beli2 pulsa,negatif
tadinya suka sekali belanja makan gofood dll sampe sehari 3x eh malah di buat males katanya nomor saya terindikasi nomor bla sudah telepon customer centernya malah di buat ribet suruh email lg dll ugh ada yang gampang via call kok malah suruh ketik email haduhh jadi males hapus saja lah,negatif
sangat luar biasa dan semakin sukses gojek,positif
makin lama kok makin busuk ini sekarang malah enggak bisa transfer urgent ini bagaimana sih sangat buruk,negatif
saya beli diamond melalui gopay tapi sampai sekarang diamondnya belum masuk terus bagaimana cara komplain ke pihak gopay nya di aplikasi nya not_ada fitur untuk mengajukan komplain kita,netral
kembalikan pak nadiem makarin menjadi ceo gojek lagi kamu rindu diskon setiap harinya,netral
tolong ya kalau rekrut gojek baru di cek kendaraan motornya soalnya pernah dapat gojek kendaraannya mogok diturunin di tengah jalan dah gtu not_ada gantinya plat nomor beda sama di aplikasinya,netral
driver nya ramah sopan dan diantar sampai tujuan dengan selamat,positif
tolong dong gopay plus nya dibantu untuk pencairan intensif prakerja,positif
suruh update melulu tiap kli mau pakai,netral
saya beli paket data di my im3 pakai gopay paket engga masuk tapi saldonya ke potong,netral
jelek sekali semenjak update tiap pesan gofood susah untuk cancel kalau orderan salah padahal niat untuk ganti pesenan atau ganti alamat malah not_bisa di cancel tolong gojek kembali ke updatetan lama saja dong kalau kaya gini jadi makin ribet,negatif
baik dan memuaskan tapi kenpa harus di update ulang lagi,netral
tolong pelayanan ke konsumenya di perbaiki setiap kali pesan yang hemat2 lama nya minta ampun apa lagi kalau pesan goride hemat kadang banyak yang not_mau ambil karena kejauhan katanya para driver kalau ambil goride hemat harus bayar ke gojeknya,negatif
kecewa sempat lupa hp di gocar driver dihubungi engga diangkat2 sampai skrg hp aku enggak dikembalikan 2 nomor kontak engga akti lg semua email keluar dari perangkat dan perangkat hilang jejak,negatif
gojek makin lama mkin mahal not_sprti dulu,netral
sangat bagus kerana aplikasi ini dapat membawa saya pulang sekolah,positif
tarif melonjak drastis bakal kembali ke angkot ne kalau begini caranya,netral
baik dan mudah aplikadinya,positif
aplikasi nya bagus tapi kadang ngeleg,netral
mwmuaskan banyak cashback nya,positif
aplikasi suka error cari driver mau gojek gocar dll susah harga makanan di gofood juga lumayan mahal pokoknya ribet deh mending pakai aplikasi sebelah lebih baik,negatif
saya beli gofood not_sesuai ekspetasi rugi,negatif
terimakasih gopay memudah kan saya menerima intensif dari prakerja,positif
kenapa saya not_bisa melakukan transaksi gopay dialfamart dimonitor tertulis akun belum login sedangkan saya sudah login,netral
kenapa skrng biasanya saya 26k 30k skrng jadi 45k makin mahal,netral
sejak jadi anak sultan aplikasinya malah sering nge hang,netral
makin hari makin not_jelas not_bisa nyelesain masalah yang ada di aplikasi,negatif
memilih driver untuk penumpang not_jauh lokasinya,netral
ini kenapa setelah di update malah not_bisa di apa2in deh menyedihkan,negatif
mantul tingkatkan kwalitas dan kepercayaan,positif
belum tahu menggunakan aplikasi ini,netral
not_di diskriminasi drivernya saya sebagai istri kasian melihat suami saya yang mata pencariannya dari gojek banyak x cengkuneknya yang sistem pemerataan la yang insetif nya ditidaakan la mau makan apa lama2 kami untuk biaya sekolah jadi terhambat cicilan uang motor pun jadi tertunggak tolong kembalikan insentif driver gara2 ini berkurang pendapatan suami qu dari pagi gerak sampai tengah malam baru pulang kalah perusahan x an untuk mitra tapi diperas betul tolong disejahterakan driver kasian,negatif
mantap lah gojek sering kasih voucher,positif
tolong say not_mau pakai paylater ini benar benar mengganggu saya bisa pakai gopay atau bayar tunai kenapa tau tau saya ada tagihan payleter saya merasa ditipu dan cuatomer servis pun tak tau bagaimana cara berhenti dari paylater sangat mengecewakan mending pakai aplikasi sebelah kalau begini caranya,negatif
banyak promo lebihin lgi manteepp,positif
cepat kerumah praktis,positif
pelayanan dan promo agar ditingkatkan,positif
bagus sekali cepat murah,positif
lebih suka saja pakai aplikasi ini sekarang membantu drivernya juga cepat datengnya,positif
malesin pakai gojek itu tiap kali transaksi 80 driver selalu not_ada kembalian alasannya baru kluar hampir tiap hari kek gitu,netral
saya not_bisa mentransfer uang ke sesama pengguna gopay,negatif
iklan ini melulu menggangu saya beraktifitas,negatif
gojek sekarang kejam kejam ke driver kejam ke user harga mahal not_masuk akal gosend apalagi sameday not_akan di pickup jahat asli,negatif
akhir akhir ini saya sering not_mendapatkan driver dan sebelumnya juga sering sekali dapat driver yang lokasinya jauh sekali dari posisi aku maksudnya kenapa not_dapat driver yang dekat saja gitu loh aneh,negatif
ijl uku lii ini ikut ku l ok i i seorang9nfo o o ini adalah,netral
kalau mau ajak mitra sebaiknya dicek dulu seperti klik apotek banyak komplain barang not_dikirim points hilang uang hilang,positif
tingkatkan pelayanan baik,positif
sangat membantu kerjaan saya jadi beres,positif
ongkos kirim terlalu mahal diskon ongkos kirim juga dikit,netral
gofoodnya kok gangguan terus si prcma download kalau not_fungsi,netral
sekarang susah dapat driver not_kayak operator sebelah,netral
terlalu sedikit promo2 nya untuk naik ojeknya harga nya pun makin tinggi,netral
sangat membantu memudahkan transportasi,positif
segala sesuatu terbantu dengan gojek terimakasih,positif
gojeg ongkos nya jadi mahal ogah saya naik gojeg lagi anak saya yang tadi nya naik gojeg saya uninstal skarang nyekik amat sama rakyat dulu sekarang begini tolong perbaiki tarif nya biar not_gulung tikar nanti,negatif
not_bisa upgrade lupa tanggal lahir nya admin bagaimana,netral
user interface nya sulit dipahami,netral
mempercepat perjalanan n keamana terjamin,positif
maaf ya saya kan pesan rokok pas rokok saya sampe ada rokok bru dtng kta nya pesanan saya padahal pesanan saya sudh sampai tolong di perbaiki lg,netral
sangat baik respon cepat,positif
saya sudah nulis not_pakai daun jeruk eh malah pakai,netral
hari ini dari pagi pesan gofood not_bisa,netral
bagaimana supaya cepat di upgrade gopay plus seandai foto ktp buram,netral
sangat membingungkan dengan fotmat yang baru,negatif
rating bintang tiba anjlok sangat buruk padahal liat di google masih bagus erornya not_kebangeten,netral
knapa driver sllu menolak ya bagaimana ada yang sakit mau meninggal kalau cara kyk gt mnding aplikasi lain driver nya pada not_ada hati nurani smua main nolak saja,negatif
saya isi ulang gopay malah not_masuk masuk saldo nya,netral
gopaylater sudah 500rb malah di bekukan padahal not_pernah telat bayar gopaylaternya,netral
sudah didonwload susah mau masuk akun selalu ada kendala melulu heran saya ma gojek nih pntes gojek sepi pd lari kegrab didownload saja susah,negatif
sangat mudah sekali jadi ngga ribet makasih gojek,positif
lumayan membntu trimksih,netral
insentip tanggal 8 belum turun bagaimana nie gojek,negatif
cepat sampai dan gosen gofood aman,positif
masa go mart yang tersedia cuma alfamart sama indomaret saja,negatif
kok aplikasi sering crash setelah order gofood saya jadi not_bisa lihat driver sudah sampek mana padahal kemarin2 not_ada masalah,netral
saya kena tipu kurir gojek saya beli nge gosend in hp tapi hp dibawa kabur kurir nya tapi pihak gojek not_ngerespon sama sekali dan gamau bertanggung jawab,negatif
kenapa sekarang aplikasi gojek lola sekali kalau not_aplikasinya terus mau pesan goride atau gocar layar loading putih tolong penjelasannya trmksh,netral
sangat berguna,positif
kirim uang tapi belum masuk rekening bagaimana y,netral
lama menunggu ngatur2 menawarkan lokasi not_pd tujuan customer,negatif
jelek sekali aplikasi nya tiba2 kupon gofood nya ilang bodoh,negatif
sangat membantu dlam keseharian,positif
kecewa sekali pelayanan aplikasi gojek mencari driver untuk pesan makanan sampai 3x orang dirumah pada sudah lapar semua buang buang waktu saja untuk menunggu si driver,negatif
mudah di gunakan sangat bermanfaat,positif
kecewa sama gojek sekarang susah dapat driver sekalinya dapat driver malah main cancel saja,netral
tolong dong kalau minta aplikasi di update not_saat orang lg order mkanan ribet amat mau contact abangnya jadi susah menunggu slesai update,netral
tambah keren dengan fasilitas pesan go food untuk keluarga diluar daerah good,positif
not_bsa di download,netral
update goplus proses nya lama ya,netral
ribet sekali pakai link segala login nya not_bisa di klik link nya,negatif
maaf nih knpasi kalau pesan gojek pagi padahl not_pagi sekali suka lama gitu dapetnya tolong dong di perbaiki lagi saya sering kesiangan kalau brangkat sekolh pakai gojek ya itu yang buat kesiangan tuh saya menunggu gojeknya,negatif
terimakasih gojek sudah membuat semua jadi mudah,positif
ok untuk segala keperluan,positif
susah sekali dapat driver kalau malam driver yang mw ambil order dkit sekali kebanyakan alasan pd minta cancel,negatif
lumayan bagus semoga bisa ditingkatkan lagi,netral
terlalu sering update ngabisin kuota,negatif
aplikasi go jek kontol sebanywk ni orang yang komen ya ada yang nanggapi komen konsumen entah inssya allah aplikasi go jek ni smkin bangkrut dan not_laku2 aplikasi petanya not_jelas aplikasinya bntr2 minta di update aplikasi kaum kafir ni,negatif
kenapa tiba2 tarifnya naik dari 30 jadi 90,netral
good terus semangat,positif
aku suka banyak kemudahan dalam bertransaksi,positif
saya melakukan pemindahan saldo gopay ke dana sebesar rp 5 569 200 tetapi statusnya gagal dan di riwayat gopay statusnya saldo bakal di kembalikan tetapi saldo saya not_ada kembali disini saya sangat menyesal telah mempercayakan uang saya di aplikasi gojek saya menghubungi layanan pelanggan via email dan telepon berulang kali sampai pulsa saya habis rp 200 0 pun sampai saat ini uang saya sebesar rp 5 569 200 not_ada kembali mohon pihak gopay untuk kembalikan saldo saya nomor laporan 43128510,negatif
kenapa harus diperbarui terus terlalu sering pembaruan,netral
kecewa driver memberitahukan bahwa harga makanan naik 1 ribu rupiah saya kira driver gofood yang sengaja menaikan harga ternyata pihak gojek yang not_cepat update informasi,negatif
pakai gojek dari 2018 paylater ada setelah kemarin tanggal 3 agustus ada perpindahan jadi hilang padahal tanggal 2 agustus saya masih bisa menggunakan paylater sekarang hilang lalu saya bayar tagihan agustus ini nanti bagaimana ya apa nanti pada saat mau menagih tiba tiba muncul lagi wkwkwkw aplikasi terlawak,negatif
sopan santunlah syg map not_sesuai alamt saya bos,netral
ongkos kirim yang terlalu mahal,negatif
